Source,Original_Sentence,Mapped_Phrases,Sentiment_Score,Dominant_Core_Node
short)King K,"The Case of Mary Magdalene.""",case mary | mary magdalene,0.0,None
short)King K,105-28 in Women and  Christian Origins.,women christian | christian origins,0.0,None
short)King K,Ross Shepard Kraemer and Mary Rose D'Angelo.,ross shepard | shepard kraemer | kraemer mary | mary rose | rose angelo,0.0,None
short)King K,"New York and Oxford: Oxford University Press, 1999.",new york | york oxford | oxford oxford | oxford university | university press,0.0,None
short)King K,"De Boer, Esther Mary Magdalene.",boer esther | esther mary | mary magdalene,0.0,None
short)King K,"Harrisburg, PA: Trinity  Press International, 1997.",harrisburg trinity | trinity press | press international,0.0,None
short)King K,"De Conick, April D. ""'Blessed are Those who Have Not Seen' (Jn 20:29):  Johannine Dramatization of an Early Christian Discourse.""",conick april | april blessed | blessed seen | seen johannine | johannine dramatization | dramatization early | early christian | christian discourse,0.0,None
short)King K,381-98 in  The Nag Hammadi Library after Fifty Tears.,nag hammadi | hammadi library | library fifty | fifty tears,-0.5267,None
short)King K,Proceedings of the 1995  Society of Biblical Literature Commemoration.,proceedings society | society biblical | biblical literature | literature commemoration,0.0,None
short)King K,John D. Turner and  Anne McGuire.,john turner | turner anne | anne mcguire,0.0,None
short)King K,Nag Hammadi and Manichaean Studies 44.,nag hammadi | hammadi manichaean | manichaean studies,-0.3612,None
short)King K,Ascent and Vision Mysticism in the Gospel of Thomas.,ascent vision | vision mysticism | mysticism gospel | gospel thomas,0.25,None
short)King K,"Dillon, John The Middle Platonists.",dillon john | john middle | middle platonists,0.0,None
short)King K,"Ehrman, Bart D. The Orthodox Corruption of Scripture.",ehrman bart | bart orthodox | orthodox corruption | corruption scripture,0.0,None
short)King K,The Effect of Early  Christological Controversies on the Text of the New Testament.,effect early | early christological | christological controversies | controversies text | text new | new testament,0.0,None
short)King K,"Oxford:  Oxford University Press, 1993.",oxford oxford | oxford university | university press,0.0,None
short)King K,"Eisen, Ute E. Women Officeholders in Early Christianity.",eisen ute | ute women | women officeholders | officeholders early | early christianity,0.0,None
short)King K,Epigraphical and  Literary Studies.,epigraphical literary | literary studies,0.0,None
short)King K,"Collegeville, MN: The Liturgical Press, 2000.",collegeville liturgical | liturgical press,0.0,None
short)King K,"Emmel, Stephen ""The Recendy Published Gospel of the Savior ('Unbekanntes  Berliner Evangelium'): Righting die Order of Pages and Events.""",emmel stephen | stephen recendy | recendy published | published gospel | MIND_CONCEPT | unbekanntes berliner | berliner evangelium | evangelium righting | righting die | die order | order pages | pages events,-0.5994,MIND_CONCEPT
short)King K,"Harvard Theological Review 95.1 (2002), 45-72.",harvard theological | theological review,0.0,None
short)King K,"Falconer, William Armistead (ed.",falconer william | william armistead,0.0,None
short)King K,Loeb Classical  Library.,loeb classical | classical library,0.0,None
short)King K,"Cambridge, MA: Harvard University Press, 1979.",cambridge harvard | harvard university | university press,0.0,None
short)King K,"Fallon, Francis ""The Gnostic Apocalypses.""",fallon francis | francis gnostic | gnostic apocalypses,0.0,None
short)King K,"Funk, Robert W New Gospel Parallels.",funk robert | robert new | new gospel | gospel parallels,0.0,None
short)King K,Foundations and Facets: New  Testament.,foundations facets | facets new | new testament,0.0,None
short)King K,"Philadelphia: Fortress Press, 1985.",philadelphia fortress | fortress press,0.0,None
short)King K,"Funk, Robert W and die Jesus Seminar The Acts of Jesus.",funk robert | robert die | die jesus | jesus seminar | seminar acts | acts jesus,-0.5994,None
short)King K,The Search for the  Authentic Deeds of Jesus.,search authentic | authentic deeds | deeds jesus,0.0,None
short)King K,"San Francisco: Harper Collins, 1998.",san francisco | francisco harper | harper collins,0.0,None
short)King K,"Grappe, Christian Images de Pierre aux deux premiers siecles.",grappe christian | christian images | images pierre | pierre aux | aux deux | deux premiers | premiers siecles,0.0,None
short)King K,Etude d'histoire  et de philosophic religieuses.,etude histoire | histoire philosophic | philosophic religieuses,0.0,None
short)King K,"Paris: Presses Universitaires de France, 1995.",paris presses | presses universitaires | universitaires france,0.0,None
short)King K,"Graver, Margaret (trans, and commentary) Cicero on the Emotions.",graver margaret | margaret trans | trans commentary | commentary cicero | cicero emotions,-0.2732,None
short)King K,"Chicago: University of Chicago Press, 2002.",chicago university | university chicago | chicago press,0.0,None
short)King K,"Hamilton, Edith and Huntington Cairns (ed.)",hamilton edith | edith huntington | huntington cairns,0.0,None
short)King K,The Collected Dialogues of  Plato including the Letters.,collected dialogues | dialogues plato | plato including | including letters,0.0,None
short)King K,Bollingen Series LXXI.,bollingen series | series lxxi,0.0,None
short)King K,"Princeton: Princeton  University Press, 1961.",princeton princeton | princeton university | university press,0.0,None
short)King K,"Works Cited 219  Hartenstein, Judith Die zweite Lehre.",works cited | cited hartenstein | hartenstein judith | judith die | die zweite | zweite lehre,-0.5994,None
short)King K,Erscheinunaen des Auferstandenen als  Rahmenerzdhlung fruhchristlicher Dialoge.,erscheinunaen des | des auferstandenen | auferstandenen als | als rahmenerzdhlung | rahmenerzdhlung fruhchristlicher | fruhchristlicher dialoge,0.0,None
short)King K,Texte und Untersuchungen.,texte und | und untersuchungen,0.0,None
short)King K,"Berlin: Akademie Verlag, 1998.",berlin akademie | akademie verlag,0.0,None
short)King K,"Haskins, Susan Mary Magdalen.",haskins susan | susan mary | mary magdalen,0.0,None
short)King K,"New York, San Diego,  and London: Harcourt Brace & Co., 1993.",new york | york san | san diego | diego london | london harcourt | harcourt brace,0.0,None
short)King K,"Hedrick, Charles W. and Paul A. Mirecki The Gospel of the Savior.",hedrick charles | charles paul | paul mirecki | mirecki gospel | MIND_CONCEPT,0.0,MIND_CONCEPT
short)King K,A New  Ancient Gospel.,new ancient | ancient gospel,0.0,None
short)King K,California Classical Library.,california classical | classical library,0.0,None
short)King K,"Santa Rosa, CA: Polebridge  Press, 1999.",santa rosa | rosa polebridge | polebridge press,0.0,None
short)King K,"Heine, Ronald E. The Montanist Oracles and Testimonia.",heine ronald | ronald montanist | montanist oracles | oracles testimonia,0.0,None
short)King K,North American  Patristic Society Patristic Monograph Series 14.,north american | american patristic | patristic society | society patristic | patristic monograph | monograph series,0.0,None
short)King K,"Macon, GA: Mercer  University Press, 1989.",macon mercer | mercer university | university press,0.0,None
short)King K,"Hock Ronald F. ""Homer in Greco-Roman Education.""",hock ronald | ronald homer | homer greco-roman | greco-roman education,0.0,None
short)King K,56-77 in  Mimesis and Intertextuality in Antiquity and Christianity.,mimesis intertextuality | intertextuality antiquity | antiquity christianity,0.0,None
short)King K,Studies in Antiquity and Christianity.,studies antiquity | antiquity christianity,0.0,None
short)King K,"Harrisburg, PA: Trinity  Press, 2001.",harrisburg trinity | trinity press,0.0,None
short)King K,"Holzmeister, Urban ""Die Magdalenenfrage in der kirchlichen Uberliefer- ung.""",holzmeister urban | urban die | die magdalenenfrage | magdalenenfrage der | der kirchlichen | kirchlichen uberliefer- | uberliefer- ung,-0.5994,None
short)King K,"Zeitschrfitfiir Katholische Theologie 46 (1922), 402-22, 556-84.",zeitschrfitfiir katholische | katholische theologie,0.0,None
short)King K,"Jansen, Katherine Ludwig ""Maria Magdalena: Apostolorum Apostola.""",jansen katherine | katherine ludwig | ludwig maria | maria magdalena | magdalena apostolorum | apostolorum apostola,0.0,None
short)King K,57-96 in Women Preachers and Prophets through Two Millennia of  Christianity.,women preachers | preachers prophets | prophets two | two millennia | millennia christianity,0.0,None
short)King K,Beverly Mayne Kienzle and Pamela J. Walker.,beverly mayne | mayne kienzle | kienzle pamela | pamela walker,0.0,None
short)King K,"Berkeley:  University of California Press, 1998.",berkeley university | university california | california press,0.0,None
short)King K,"Janfien, Martina ""Mystagogus Gnosticus?",janfien martina | martina mystagogus | mystagogus gnosticus,0.0,None
short)King K,"Zur Gattung der 'gnostischen  Gesprache des Auferstandenen'.""",zur gattung | gattung der | der gnostischen | gnostischen gesprache | gesprache des | des auferstandenen,0.0,None
short)King K,21-260 in Studien zur Gnosis.,studien zur | ROOT_ACCESS,0.0,ROOT_ACCESS
short)King K,Arbeiten zur Religion und Geschichte des  Urchristentums.,arbeiten zur | zur religion | religion und | und geschichte | geschichte des | des urchristentums,0.0,None
short)King K,"Frankfurt am Main: Peter Lang, 1999.",frankfurt main | main peter | peter lang,0.0,None
short)King K,"Jensen, Anne God's Self-Confident Daughters.",jensen anne | anne god | god self-confident | self-confident daughters,0.5423,None
short)King K,"Early Christianity and the  Liberation of ""Women.",early christianity | christianity liberation | liberation women,0.0,None
short)King K,"Louisville, KY: Westminster John Knox Press, 1996.",louisville westminster | westminster john | john knox | knox press,0.0,None
short)King K,"Johnson Hodge, Caroline E. ""'If Sons, Then Heirs': A Study of Kinship and  Ethnicity in Paul's Letters.""",johnson hodge | hodge caroline | caroline sons | sons heirs | heirs study | study kinship | kinship ethnicity | ethnicity paul | paul letters,0.0,None
short)King K,"Providence, R.I.: Brown  University, 2002.",providence brown | brown university,0.0,None
short)King K,"Jonas, Hans ""Delimitation of the Gnostic Phenomenon—Typological and  Historical.""",jonas hans | hans delimitation | delimitation gnostic | gnostic phenomenon | phenomenon typological | typological historical,0.0,None
short)King K,90-108 in Le Origini Dello Gnosticismo.,origini dello | dello gnosticismo,0.0,None
short)King K,Gnosis und spdtantiker Geist.,ROOT_ACCESS | und spdtantiker | spdtantiker geist,0.0,ROOT_ACCESS
short)King K,Die mythologische Gnosis.,die mythologische | ROOT_ACCESS,-0.5994,ROOT_ACCESS
short)King K,"Gottingen: Vandenhoek & Ruprecht, 1964.",gottingen vandenhoek | vandenhoek ruprecht,0.0,None
short)King K,The Message of the Alien God and the Beginnings  of Christianity.,message alien | alien god | god beginnings | beginnings christianity,0.2732,None
short)King K,"Boston: Beacon Press, 1958.",boston beacon | beacon press,0.0,None
short)King K,"Kessler, William Thomas Peter as the First Witness of the Risen Lord: An  Historical and Theological Investigation.",kessler william | william thomas | thomas peter | peter first | first witness | witness risen | risen lord | lord historical | historical theological | theological investigation,0.0,None
short)King K,"Tesi Gregorianan, Serie Teologia  37.",tesi gregorianan | gregorianan serie | serie teologia,0.0,None
short)King K,"Gregorian University Press, 1998.",gregorian university | university press,0.0,None
short)King K,"Kienzle, Beverly Mayne and Pamela Walker (ed.)",kienzle beverly | beverly mayne | mayne pamela | pamela walker,0.0,None
short)King K,Women Preachers and  Prophets through Two Millenia of Christianity.,women preachers | preachers prophets | prophets two | two millenia | millenia christianity,0.0,None
short)King K,"Berkeley: University of  California Press, 1998.",berkeley university | university california | california press,0.0,None
short)King K,"King, Karen L. ""Afterword.",king karen | karen afterword,0.0,None
short)King K,"Voices of the Spirit: Exercising Power,  Embracing Responsibility.""",voices | MIND_CONCEPT | exercising | IGNORANCE_PRIOR | embracing responsibility,0.1779,MIND_CONCEPT
short)King K,21—41 in Women Preachers and Prophets  through Two Millennia of Christianity.,women preachers | preachers prophets | prophets two | two millennia | millennia christianity,0.0,None
short)King K,Beverly Mayne Kienzle and  Pamela J. Walker.,beverly mayne | mayne kienzle | kienzle pamela | pamela walker,0.0,None
short)King K,"Berkeley: University of California Press, 1998.",berkeley university | university california | california press,0.0,None
short)King K,"220 Tke C\ospe\ of Mary of Magdala  ""The Book of Norea titled Hypostasis of the Archons.""",tke ospe | ospe mary | mary magdala | magdala book | book norea | norea titled | titled hypostasis | hypostasis archons,0.0,None
short)King K,Elisabeth  Schussler Fiorenza.,elisabeth schussler | schussler fiorenza,0.0,None
short)King K,"New York: Crossroad, 1994.",new york | york crossroad,0.0,None
short)King K,Annotated Scholars Version.,annotated scholars | scholars version,0.0,None
short)King K,"Sonoma, CA: Polebridge Press, 1994.",sonoma polebridge | polebridge press,0.0,None
short)King K,"""The Gospel of Mary Magdalene.""",gospel mary | mary magdalene,0.0,None
short)King K,Elisabeth Schussler  Fiorenza.,elisabeth schussler | schussler fiorenza,0.0,None
short)King K,"New York: Crossroad, 1994.",new york | york crossroad,0.0,None
short)King K,"""Hearing, Seeing, and Knowing God.",hearing seeing | seeing knowing | knowing god,0.2732,None
short)King K,"Allogenes and the Gospel of  Mary.""",allogenes gospel | gospel mary,0.0,None
short)King K,Forthcoming in Crossing Boundaries and Removing Barriers in  Early Christian Studies.,forthcoming crossing | crossing boundaries | boundaries removing | removing barriers | barriers early | early christian | christian studies,0.0,None
short)King K,Essays in Honor of Francois Bovon on His  Sixty-Fifth Birthday.,essays honor | honor francois | francois bovon | bovon sixty-fifth | sixty-fifth birthday,0.4939,None
short)King K,"Ann Graham Brock, David W. Pao, and David  Warren.",ann graham | graham brock | brock david | david pao | pao david | david warren,0.0,None
short)King K,"""Prophetic Power and Women's Authority: the Case of the Gospel of  Mary Magdalene.""",prophetic | IGNORANCE_PRIOR | women authority | authority case | case gospel | gospel mary | mary magdalene,0.0772,IGNORANCE_PRIOR
short)King K,21-41 in Women Preachers and Prophets through  Two Millennia of Christianity.,women preachers | preachers prophets | prophets two | two millennia | millennia christianity,0.0,None
short)King K,Beverly Mayne Kienzle and Pamela J.  Walker.,beverly mayne | mayne kienzle | kienzle pamela | pamela walker,0.0,None
short)King K,"Berkeley and Los Angeles: University of California Press, 1998.",berkeley los | los angeles | angeles university | university california | california press,0.0,None
short)King K,"""The Rise of the Soul: Justice and Transcendence in the Gospel of  Mary.""",rise | MIND_CONCEPT | justice transcendence | transcendence gospel | gospel mary,0.5267,MIND_CONCEPT
short)King K,425—42 in Walk in the Ways of Wisdom.,walk ways | ways wisdom,0.5267,None
short)King K,Essays in Honor of  Elisabeth Schussler Fiorenza.,essays honor | honor elisabeth | elisabeth schussler | schussler fiorenza,0.4939,None
short)King K,"Shelly Matthews, Cynthia Briggs  Kittredge, and Melanie Johnson-DeBaufre.",shelly matthews | matthews cynthia | cynthia briggs | briggs kittredge | kittredge melanie | melanie johnson-debaufre,0.0,None
short)King K,"Harrisburg, Pennsylvania:  Trinity Press International, 2003.",harrisburg pennsylvania | pennsylvania trinity | trinity press | press international,0.0,None
short)King K,"Cambridge, MA: Harvard University Press, 2003.",cambridge harvard | harvard university | university press,0.0,None
short)King K,"Mary in the Gospel o/Mary.""",mary gospel | gospel mary,0.0,None
short)King K,The Marys of Early Christian Tradition.,marys early | early christian | christian tradition,0.0,None
short)King K,SBL Symposium Series 20.,sbl symposium | symposium series,0.0,None
short)King K,"Atlanta: Society of Biblical Literature, 2002.",atlanta society | society biblical | biblical literature,0.0,None
short)King K,"Kloppenborg, John S. QParallels.",kloppenborg john | john qparallels,0.0,None
short)King K,"Synopsis, Critical Notes, and Concordance.",synopsis critical | critical notes | notes concordance,-0.3182,None
short)King K,"Sonoma, CA: Polebridge Press, 1988.",sonoma polebridge | polebridge press,0.0,None
short)King K,"Koester, Helmut Ancient Christian Gospels: Their History and Development.",koester helmut | helmut ancient | ancient christian | christian gospels | gospels history | history development,0.0,None
short)King K,"Philadelphia: Trinity Press and London: SCM Press Ltd, 1990.",philadelphia trinity | trinity press | press london | london scm | scm press | press ltd,0.0,None
short)King K,"""La Tradition apostolique et les origines du Gnosticisme.""",tradition apostolique | apostolique les | les origines | origines gnosticisme,0.0,None
short)King K,"Revue de  Theologie et de Philosophic 119 (1987), 1-16.",revue theologie | theologie philosophic,0.0,None
short)King K,"""Writings and the Spirit: Authority and Politics in Ancient  Christianity.""",writings | MIND_CONCEPT | authority politics | politics ancient | ancient christianity,0.25,MIND_CONCEPT
short)King K,"Harvard Theological Review 84.4 (1991), 353-72.",harvard theological | theological review,0.0,None
short)King K,"""Written Gospels or Oral Tradition?""",written gospels | gospels oral | oral tradition,0.0,None
short)King K,"Journal of Biblical Literature  113.2 (1994), 293-97.",journal biblical | biblical literature,0.0,None
short)King K,"Kraemer, Ross Shepard ""Women's Authorship of Jewish and Christian  Literature in the Greco-Roman Period.""",kraemer ross | ross shepard | shepard women | women authorship | authorship jewish | jewish christian | christian literature | literature greco-roman | greco-roman period,0.0,None
short)King K,221—42 m. Jewish Women in  Hellenistic Literature.,jewish women | women hellenistic | hellenistic literature,0.0,None
short)King K,Septuagint and Cognate  Studies.,septuagint cognate | cognate studies,0.0,None
short)King K,"Atlanta: Scholars Press, 1991.",atlanta scholars | scholars press,0.0,None
short)King K,"Kristeva, Julia Desire in Language: A Semiotic Approach to Literature and  Art.",kristeva julia | IGNORANCE_PRIOR | language semiotic | semiotic approach | approach literature | literature art,0.4019,IGNORANCE_PRIOR
short)King K,"New York: Columbia University Press, 1980.",new york | york columbia | columbia university | university press,0.0,None
short)King K,"Krutzsch, Myriam and Giinter Poethke ""Der Einband des koptisch- gnostischen Kodex Papyrus Berolinensis 8502.""",krutzsch myriam | myriam giinter | giinter poethke | poethke der | der einband | einband des | des koptisch- | koptisch- gnostischen | gnostischen kodex | kodex papyrus | papyrus berolinensis,0.0,None
short)King K,37—40 in Forschungen  und Berichte.,forschungen und | und berichte,0.0,None
short)King K,"Staatliche Museen zu Berlin, Hauptstadt der DDR.",staatliche museen | museen berlin | berlin hauptstadt | hauptstadt der | der ddr,0.0,None
short)King K,Band 24  Archdologische Beitrdge.,band archdologische | archdologische beitrdge,0.0,None
short)King K,"Berlin: Akademie Verlag, 1984.",berlin akademie | akademie verlag,0.0,None
short)King K,"Works Cited 221  Labriolle, Pierre de (ed.)",works cited | cited labriolle | labriolle pierre,0.0,None
short)King K,"Tertullien, De praescriptione haereticorum.",tertullien praescriptione | praescriptione haereticorum,0.0,None
short)King K,"Paris:  Librairie Alphonse Picard et Fils, 1907.",paris librairie | librairie alphonse | alphonse picard | picard fils,0.0,None
short)King K,"Lagrange, Marie-Joseph ""Jesus a-t-il ete oint plusieurs fois et par plusieurs  femmes?""",lagrange marie-joseph | marie-joseph jesus | jesus a-t-il | a-t-il ete | ete oint | oint plusieurs | plusieurs fois | fois par | par plusieurs | plusieurs femmes,0.0,None
short)King K,"""The Didache, or The Teaching of the Twelve  Apostles.""",didache teaching | teaching twelve | twelve apostles,0.0,None
short)King K,Loeb Classical Library.,loeb classical | classical library,0.0,None
short)King K,"Cambridge, MA; Harvard University Press, 1977.",cambridge harvard | harvard university | university press,0.0,None
short)King K,Loeb Classical Library.,loeb classical | classical library,0.0,None
short)King K,"Cambridge, MA: Harvard University Press, 1927.",cambridge harvard | harvard university | university press,0.0,None
short)King K,"Layton, Bendey and Wesley Isenberg (text and trans.)",layton bendey | bendey wesley | wesley isenberg | isenberg text | text trans,0.0,None
short)King K,"131-217 in Nag Hammadi Codex II, 2-7.",nag hammadi | hammadi codex,-0.3612,None
short)King K,Nag Hammadi Studies XX.,nag hammadi | hammadi studies,-0.3612,None
short)King K,"Lucchesi, E. ""Evangile selon Marie ou Evangile selon Marie-Madeleine?""",lucchesi evangile | evangile selon | selon marie | marie evangile | evangile selon | selon marie-madeleine,0.0,None
short)King K,"Liihrmann, Dieter ""Die griechischen Fragmente des Mariaevangeliums POxy  3525 und PRyl 463.""",liihrmann dieter | dieter die | die griechischen | griechischen fragmente | fragmente des | des mariaevangeliums | mariaevangeliums poxy | poxy und | und pryl,-0.5994,None
short)King K,"MacDermot, Violet and Carl Schmidt Pistis Sophia.",macdermot violet | violet carl | carl schmidt | schmidt pistis | pistis sophia,0.0,None
short)King K,Nag Hammadi Studies  IX.,nag hammadi | hammadi studies,-0.3612,None
short)King K,"MacDonald, Dennis R. ""Andrew (person).""",macdonald dennis | dennis andrew | andrew person,0.0,None
short)King K,The Homeric Epics and the Gospel of Mark.,homeric epics | epics gospel | gospel mark,0.0,None
short)King K,"New Haven and London:  Yale University Press, 2000.",new london | london yale | yale university | university press,0.0,None
short)King K,"Mack, Burton L. The Lost Gospel.",mack burton | burton lost | lost gospel,-0.3182,None
short)King K,The Book ofQand Christian Origins.,book ofqand | ofqand christian | christian origins,0.0,None
short)King K,"San  Francisco: Harper Collins, 1993.",san francisco | francisco harper | harper collins,0.0,None
short)King K,"MacMullen, Ramsey Paganism in the Roman Empire.",macmullen ramsey | ramsey paganism | paganism roman | roman empire,0.0,None
short)King K,"New Haven and  London: Yale University Press, 1981.",new london | london yale | yale university | university press,0.0,None
short)King K,524-27 in The Nag Hammadi Library in English.,nag hammadi | hammadi library | library english,-0.3612,None
short)King K,James  M. Robinson and Richard Smith.,james robinson | robinson richard | richard smith,0.0,None
short)King K,"San Francisco: Harper and Row,  1988.",san francisco | francisco harper | harper row,0.0,None
short)King K,"Maisch, Ingrid Between Contempt and Veneration: Mary Magdalene, The  Image of a Woman through the Centuries.",maisch ingrid | ingrid contempt | contempt veneration | veneration mary | mary magdalene | magdalene image | image woman | woman centuries,-0.5859,None
short)King K,"Collegeville, MI: Liturgical  Press, 1998.",collegeville liturgical | liturgical press,0.0,None
short)King K,"Majercik, Ruth The Chaldean Oracles: Text, Translation, and Commentary.",majercik ruth | ruth chaldean | chaldean oracles | oracles text | text translation | translation commentary,0.0,None
short)King K,"University of California, Santa Barbara, 1982.",university california | california santa | santa barbara,0.0,None
short)King K,"Malvern, Marjorie Venus in Sackcloth.",malvern marjorie | marjorie venus | venus sackcloth,0.0,None
short)King K,The Magdalene's Origins and  Metamorphoses.,magdalene origins | origins metamorphoses,0.0,None
short)King K,"Carbondale and Edwardsville: Southern Illinois University  Press, 1975.",carbondale edwardsville | edwardsville southern | southern illinois | illinois university | university press,0.0,None
short)King K,Loeb Classical Library.,loeb classical | classical library,0.0,None
short)King K,"Cambridge, MA: Harvard University Press, 1953.",cambridge harvard | harvard university | university press,0.0,None
short)King K,"Marjanen, Antti The Woman Jesus Loved.",marjanen antti | antti woman | woman jesus | jesus loved,0.5994,None
short)King K,Mary Magdalene in the Nag  Hammadi Library and Related Documents.,mary magdalene | magdalene nag | nag hammadi | hammadi library | library related | related documents,-0.3612,None
short)King K,Nag Hammadi and  Manichaean Studies XL.,nag hammadi | hammadi manichaean | manichaean studies,-0.3612,None
short)King K,"""The Mother of Jesus or the Magdalene?",mother jesus | jesus magdalene,0.0,None
short)King K,"The Identity of Mary in the  So-Called Gnostic Christian Texts.""",identity mary | mary so-called | so-called gnostic | gnostic christian | christian texts,0.0,None
short)King K,Marys in  the Early Christian Tradition.,marys early | early christian | christian tradition,0.0,None
short)King K,SBL Symposium Series  20.,sbl symposium | symposium series,0.0,None
short)King K,"Atlanta: Society of Biblical Literature, 2002.",atlanta society | society biblical | biblical literature,0.0,None
short)King K,"Markschies, Christoph ""Lehrer, Schuler, Schule: Zur Bedeutung einer  222 Tke C\ospe\ of Mary of )\Aagda\a  Institution fur das antike Christentum.""",markschies christoph | christoph lehrer | lehrer schuler | schuler schule | schule zur | zur bedeutung | bedeutung einer | einer tke | tke ospe | ospe mary | mary aagda | aagda institution | institution fur | fur das | das antike | antike christentum,0.0,None
short)King K,97-120 in Religiose Vereine in  der romischen Antike.,religiose vereine | vereine der | der romischen | romischen antike,0.0,None
short)King K,"Untersuchungen zu Organisation, Ritual und  Raumordnung.",untersuchungen organisation | organisation ritual | ritual und | und raumordnung,0.0,None
short)King K,Ulrike Egelhaaf-Gaiser and Alfred Schafer.,ulrike egelhaaf-gaiser | egelhaaf-gaiser alfred | alfred schafer,0.0,None
short)King K,"Tubingen:  Mohr Siebeck, 2002.",tubingen mohr | mohr siebeck,0.0,None
short)King K,La Mariage unique (De monogamia).,mariage unique | unique monogamia,0.0,None
short)King K,"Paris: Les Editions du Cerf, 1988.",paris les | les editions | editions cerf,0.0,None
short)King K,"McGuire, Anne ""Women, Gender and Gnosis in Gnostic Texts and  Traditions.""",mcguire anne | anne women | women gender | ROOT_ACCESS | gnostic texts | texts traditions,0.0,ROOT_ACCESS
short)King K,257-99 in Women and Christian Origins.,women christian | christian origins,0.0,None
short)King K,Ross  Shepard Kraemer and Mary Rose D'Angelo.,ross shepard | shepard kraemer | kraemer mary | mary rose | rose angelo,0.0,None
short)King K,"New York and Oxford:  Oxford University Press, 1999.",new york | york oxford | oxford oxford | oxford university | university press,0.0,None
short)King K,"Metzger, Bruce M. A Textual Commentary on the Greek New Testament.",metzger bruce | bruce textual | textual commentary | commentary greek | greek new | new testament,0.0,None
short)King K,"Stuttgart: Deutsche Bibelgesellschaft, 1994.",stuttgart deutsche | deutsche bibelgesellschaft,0.0,None
short)King K,"Meyer, Marvin W. ""Making Mary Male: The Categories 'Male' and 'Female'  in the Gospel of Thomas.""",meyer marvin | marvin making | making mary | mary male | male categories | categories male | male female | female gospel | gospel thomas,0.0,None
short)King K,"New Testament Studies 31 (1985), 554—70.",new testament | testament studies,0.0,None
short)King K,"""Gospel of Thomas Logion 114 Revisited.""",gospel thomas | thomas logion | logion revisited,0.0,None
short)King K,"101-11 in For the  Children, Perfect Instruction.",children perfect | perfect instruction,0.5719,None
short)King K,Studies in Honor of Hans-Martin Schenke on  the Occasion of the Berliner Arbeitskreis fiir koptisch-gnostische Schriften's  Thirtieth Tear.,studies honor | honor hans-martin | hans-martin schenke | schenke occasion | occasion berliner | berliner arbeitskreis | arbeitskreis fiir | fiir koptisch-gnostische | koptisch-gnostische schriften | schriften thirtieth | thirtieth tear,0.4939,None
short)King K,"Hans-Gebhard Bethge, Stephen Emmel, Karen L.  King, and Imke Schletterer.",hans-gebhard bethge | bethge stephen | stephen emmel | emmel karen | karen king | king imke | imke schletterer,0.0,None
short)King K,Nag Hammadi and Manichaean Studies  XLIV.,nag hammadi | hammadi manichaean | manichaean studies | studies xliv,-0.3612,None
short)King K,"Milburn, Robert Early Christian Art and Architecture.",milburn robert | robert early | early christian | christian art | art architecture,0.0,None
short)King K,"Berkeley and Los  Angeles: University of California Press, 1988.",berkeley los | los angeles | angeles university | university california | california press,0.0,None
short)King K,"Sonoma, CA: Polebridge Press,  1992.",sonoma polebridge | polebridge press,0.0,None
short)King K,"Mohri, Erika Maria Magdalena: Frauenbilder in Evangelientexten des 1. bis 3.",mohri erika | erika maria | maria magdalena | magdalena frauenbilder | frauenbilder evangelientexten | evangelientexten des | des bis,0.0,None
short)King K,Marburger theologische Studien 63.,marburger theologische | theologische studien,0.0,None
short)King K,"Morard, Francoise ""L'tvangile de Marie, Un Messsage ascetique?""",morard francoise | francoise tvangile | tvangile marie | marie messsage | messsage ascetique,0.0,None
short)King K,"""Une Evangile ecrit par une femme?""",une evangile | evangile ecrit | ecrit par | par une | une femme,0.0,None
short)King K,"Bulletin de Centre Protestant  d'Etudes 49.2-3 (May, 1997), 27-34.",bulletin centre | centre protestant | protestant etudes,0.0,None
short)King K,"Mortley, Raoul '""The Name of the Father is the Son' (Gospel of Truth 38).""",mortley raoul | raoul name | name father | father son | son gospel | ROOT_ACCESS,0.3182,ROOT_ACCESS
short)King K,Richard T. Wallis and  Jay Bregman.,richard wallis | wallis jay | jay bregman,0.0,None
short)King K,Studies in Neoplatonism: Ancient and Modern 6.,studies neoplatonism | neoplatonism ancient | ancient modern,0.0,None
short)King K,"Albany,  NY: SUNY Press, 1992.",albany suny | suny press,0.0,None
short)King K,"Nasrallah, Laura S. 'An Ecstasy of Folly': Rhetorical Strategies in the Early  Christian ""Debate over Prophecy.",nasrallah laura | laura ecstasy | ecstasy folly | folly rhetorical | rhetorical strategies | strategies early | early christian | christian debate | debate prophecy,0.5994,None
short)King K,"Nussbaum, Martha ""The Stoics on the Extirpation of the Passions.""",nussbaum martha | martha stoics | stoics extirpation | extirpation passions,0.0,None
short)King K,"O'Connor, June ""On Doing Religious Ethics.""",connor june | june religious | religious ethics,0.0,None
short)King K,"Journal of Religious Ethics  7.1 (1979), 81-96.",journal religious | religious ethics,0.0,None
short)King K,Iustini Philosophi et Martyris.,iustini philosophi | philosophi martyris,0.0,None
short)King K,"Jena: Libraria Hermanni Dufft, 1877.",jena libraria | libraria hermanni | hermanni dufft,0.0,None
short)King K,"Pagels, Elaine H. Beyond Belief.",pagels elaine | elaine beyond | beyond belief,0.0,None
short)King K,The Secret Gospel of Thomas.,secret gospel | gospel thomas,0.0,None
short)King K,"New York:  Random House, 2003.",new york | york random | random house,0.0,None
